full_title;link;location;start_day;start_month;start_year;end_day;end_month;end_year;tags;site;cd_day;cd_month;cd_year
3rd Budapest Linguistics Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350016;Budapest;6;5;2019;8;5;2019;Linguistic Theories, Morphology, Phonology, Semantics, Syntax;http://seas3.elte.hu/blinc3/;11;0;2019
3rd European Conference on Argumentation;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333396;Groningen;24;5;2019;27;5;2019;Discourse Analysis, Pragmatics;http://www.ecargument.org;1;9;2018
3rd Syntax of Uralic Languages;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357016;Tartu;18;5;2019;19;5;2019;Syntax;http://sisu.ut.ee/soul2019;15;1;2019
40th ICAME Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343437;NeuchØôtel;1;5;2019;5;5;2019;Text/Corpus Linguistics;https://icame40.ch;15;11;2018
40th TABU Dag International Linguistics Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353756;Groningen;20;5;2019;21;5;2019;Cognitive Science, Computational Linguistics, General Linguistics, Language Acquisition, Psycholinguistics;None;None;None;None
47th Annual Meeting of the North Atlantic Conference on Afroasiatic Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349038;Paris;24;5;2019;26;5;2019;General Linguistics, History of Linguistics, Language Documentation, Sociolinguistics, Typology;https://www.vjf.cnrs.fr/lacito/colloque/nacal47/index_en.htm;15;1;2019
4th PAC Conference Phonology of Contemporary English: Phonetic and Phonological Variation in Contemporary English: Xperience-Xperimentation;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347096;Aix-en-Provence;4;5;2019;5;5;2019;Phonetics, Phonology;https://pacaix2019.sciencesconf.org/;7;0;2019
52nd International Conference on Sino-Tibetan Languages and Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353536;Sydney, NSW;24;5;2019;26;5;2019;Anthropological Linguistics, General Linguistics, Language Documentation, Sociolinguistics, Typology;https://sites.google.com/view/icstll52hls25/home;5;3;2019
5th International Congress of Teaching Turkish as a Foreign Language;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351376;Athens;27;5;2019;28;5;2019;Discourse Analysis, General Linguistics, Language Acquisition, Translation, Writing Systems;http://www.icotfl.sakarya.edu.tr;1;3;2019
5th Workshop of the International Network of Address Research;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340096;Sheffield, Yorkshire;5;5;2019;7;5;2019;Pragmatics, Sociolinguistics;https://sites.google.com/sheffield.ac.uk/inar05/home;1;11;2018
5th Workshop on Sound Change;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337376;Davis, California;20;5;2019;22;5;2019;None;https://sites.google.com/view/wsc5/home;25;0;2019
8th AFLiCo Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345076;Mulhouse;5;5;2019;7;5;2019;Cognitive Science;http://aflico8.sciencesconf.org;1;11;2018
"8th International Conference on Language, Literature &amp; Culture: ''Struggle for Recognition: identity-formation and subjectivation''";https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349216;Brest;6;5;2019;7;5;2019;Ling &amp, Literature;http://www.elts.cankaya.edu.tr/;25;2;2019
8th International Workshop on Nominalizations;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353376;Stuttgart;21;5;2019;22;5;2019;Computational Linguistics, General Linguistics, Morphology, Philosophy of Language, Syntax;https://sites.google.com/view/jenom-nominalizations/home;10;1;2019
8th Media for All International Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=323816;Stockholm;17;5;2019;19;5;2019;None;None;None;None;None
AELFE 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336496;Pamplona, Navarra;20;5;2019;21;5;2019;Applied Linguistics;https://www.unav.edu/en/web/instituto-cultura-y-sociedad/discurso-publico/xviii-congreso-aelfe;10;2;2019
Approaches to Multimodal Digital Environments: from theories to practices;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334976;Rome;20;5;2019;22;5;2019;Applied Linguistics, Cognitive Science, Computational Linguistics, Discourse Analysis, Translation;http://a-mode.eumade4ll.eu;30;10;2018
Association for Studies of Literature and Environment Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350996;Davis, CA;26;5;2019;30;5;2019;Applied Linguistics, Ling &amp, Literature;None;None;None;None
"Association for Study of Literature &amp; Environment Biennial Conference";https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332816;Davis, California;26;5;2019;30;5;2019;Ling &amp, Literature;https://www.asle.org/conference/biennial-conference/;1;8;2018
Bootcamp on Quantitative Methods in L2 Research: Study design, regression modelling, social networks, replication studies, research synthesis and meta-analysis;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351256;Warsaw;10;5;2019;15;5;2019;Applied Linguistics, Cognitive Science, Language Acquisition, Psycholinguistics, Sociolinguistics;https://l2research.ils.uw.edu.pl/;15;11;2018
Canadian Association of Applied Linguistics Annual Conference/Colloque annuel de l'Association canadienne de linguistique appliquØ©e;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339556;Vancouver, British Columbia;3;5;2019;5;5;2019;Applied Linguistics;http://www.aclacaal.org/;17;10;2018
Canadian Linguistics Association - Association canadienne de linguistique 2019 Annual meeting;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351816;Vancouver British Columbia;1;5;2019;3;5;2019;General Linguistics;http://cla-acl.ca/appel-2019-call/;1;1;2019
Comparative Germanic Syntax Workshop 34;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350716;Konstanz;14;5;2019;15;5;2019;General Linguistics, Syntax;http://ling.uni-konstanz.de/pages/CGSW34;15;0;2019
Conference of the International Society for Humor Studies;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351736;Austin, Texas;24;5;2019;29;5;2019;Discourse Analysis, Psycholinguistics, Translation;http://tamuc.edu/ISHS2019;15;2;2019
CongrØùs du RFS 2019 Langues de valeur et valeur des langues;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340496;Ottawa, Ontario;14;5;2019;16;5;2019;Sociolinguistics;https://rfs2019.wordpress.com;14;8;2018
Corpus Approaches to Lexicogrammar;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348956;Ormskirk;22;5;2019;22;5;2019;Applied Linguistics, Computational Linguistics, Lexicography, Syntax, Text/Corpus Linguistics;http://ehu.ac.uk/lxgr;17;1;2019
Diachronic Generative Syntax;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=300216;Tempe, AZ;5;5;2019;7;5;2019;Historical Linguistics, Linguistic Theories, Syntax;None;15;11;2018
Diachronic Slavonic Syntax 4: Functional Organisation of Utterance in Diachronic and Comparative Perspective in Slavic Languages;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335896;Torun;13;5;2019;15;5;2019;Historical Linguistics, Semantics, Syntax, Text/Corpus Linguistics;None;30;8;2018
Digital Diasporas: Interdisciplinary Perspectives;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340716;London;6;5;2019;7;5;2019;Applied Linguistics, Computational Linguistics, Sociolinguistics;https://crosslanguagedynamics.blogs.sas.ac.uk/digital-diasporas/;1;11;2018
Experimental Psycholinguistics Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349996;Mallorca;26;5;2019;28;5;2019;Clinical Linguistics, Neurolinguistics, Philosophy of Language, Psycholinguistics, Syntax;http://www.psycholinguistics.info/experimental;15;0;2019
Expressing Evidence;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341958;Konstanz;6;5;2019;8;5;2019;Philosophy of Language, Pragmatics, Semantics;http://semantics.uni-konstanz.de/workshops/evidence-2019/;15;11;2018
Historical-Comparative Linguistics for Language Revitalization;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356796;Davis, CA;29;5;2019;30;5;2019;Applied Linguistics, Historical Linguistics, Language Documentation;None;31;0;2019
Inaugural Conference on Language Teaching and Learning: Cognition and Identity;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349816;Tai Po;28;5;2019;29;5;2019;Applied Linguistics, Language Acquisition;https://www.eduhk.hk/ele/ltlci/;16;11;2018
International Child Phonology Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356036;Montreal;14;5;2019;15;5;2019;Language Acquisition;http://bilingualacquisition.ca/icpc-2019-montreal/;15;0;2019
International Conference on Conversation Analysis;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337316;Berlin;20;5;2019;23;5;2019;Discourse Analysis;http://www.iccap-2019-ipu-berlin.de;31;11;2018
International Conference on Language Variation in Europe;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=327176;Leeuwarden/Ljouwert;26;5;2019;28;5;2019;General Linguistics, Linguistic Theories, Sociolinguistics, Text/Corpus Linguistics, Typology;https://www.fryske-akademy.nl/en/iclave100/;1;10;2018
International Conference on Multilingual Acquisition and Multilingual Education;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346796;Hong Kong;22;5;2019;24;5;2019;Language Acquisition;None;None;None;None
International Society for Language Studies 2019 Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340876;Hong Kong;20;5;2019;22;5;2019;Anthropological Linguistics, Discourse Analysis, Historical Linguistics, Sociolinguistics;http://www.isls.co/conference.php;30;10;2018
International Symposium on Bilingualism 12;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=304756;Edmonton, Alberta;23;5;2019;28;5;2019;Applied Linguistics, Psycholinguistics, Sociolinguistics;http://sites.psych.ualberta.ca/ISB12/;15;9;2018
International Workshop on Cantonese Syntax 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347716;Olomouc;27;5;2019;28;5;2019;Syntax;https://sites.google.com/view/iwcs-olomouc2019/home;20;11;2018
L3 Workshop: Multilingual Language Acquisition, Processing and Use;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345156;Konstanz;7;5;2019;8;5;2019;Language Acquisition;https://www.ling.uni-konstanz.de/en/l3-workshop/home/;15;0;2019
Langue et Territoire 4;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=325656;Trento;24;5;2019;30;5;2019;Sociolinguistics;None;1;9;2018
MAG 2019 - Metadiscourse in Digital Communication: What has changed?;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338497;Bergamo;27;5;2019;29;5;2019;Applied Linguistics, Discourse Analysis, Historical Linguistics, Pragmatics, Text/Corpus Linguistics;http://www.unibg.it/MAG2019;30;10;2018
NAACL Student Research Workshop;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355756;Minneapolis, MN;2;5;2019;7;5;2019;Computational Linguistics;https://naacl2019-srw.github.io/;15;1;2019
Non-canonicity in Inflection;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352856;University of Surrey, Guildford;21;5;2019;22;5;2019;General Linguistics, Morphology, Syntax, Typology;http://www.smg.surrey.ac.uk/projects/lexical-splits/workshop-on-non-canonicity-in-inflection/;28;1;2019
‚«ªOn Potentialities‚«é 6th ASYRAS Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353878;Santander;27;5;2019;29;5;2019;General Linguistics;http://asyras.org/6th-asyras-conference/;15;11;2018
PAC AIX 2019 Phonetic and Phonological Variation in Contemporary English: Xperience-Xperimentation;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349136;Aix en Provence;4;5;2019;5;5;2019;Phonetics, Phonology;https://pacaix2019.sciencesconf.org/;7;0;2019
Phonetics and Phonology in Europe - 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336376;Lecce, Apulia;17;5;2019;19;5;2019;Phonetics, Phonology;http://pape2019.unisalento.it;19;10;2018
Powerful Literary Fiction Texts - a Stylistic, Empirical and Performance-based Approach;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350956;Brighton;19;5;2019;21;5;2019;Ling &amp, Literature;https://p-lit.org/;15;11;2018
Pragmatic Particles in (Greek) Talk-in-interaction;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350076;Thessaloniki;24;5;2019;25;5;2019;Discourse Analysis, Pragmatics, Sociolinguistics, Text/Corpus Linguistics;"http://ins.web.auth.gr/index.php?option=com_content&amp;view=article&amp;id=1188:symposium-on-pragmatic-particles-in-greek-talk-in-interaction&amp;catid=82&amp;Itemid=263&amp;lang=en";15;0;2019
Professionals and Research in Applied Linguistics: methodological challenges, social implications and perspectives for action;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343856;Lyon;24;5;2019;26;5;2019;Applied Linguistics;https://prela2019.sciencesconf.org;7;11;2018
Psycholinguistics in Iceland - Parsing and Prediction;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346476;ReykjavØ_k;19;5;2019;20;5;2019;Neurolinguistics, Psycholinguistics;https://conference.hi.is/pipp/;11;0;2019
Reformuler, une question de genres? / Reformular, uma questØ_o de gØ©neros?;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354036;Porto;17;5;2019;18;5;2019;Discourse Analysis, Sociolinguistics;https://reformulerporto2019.wordpress.com;15;11;2018
Rencontres lyonnaises des jeunes chercheurs en linguistique historique (Symposium of young researchers in historical linguistics of Gallo-Romance languages);https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348256;Lyon;6;5;2019;6;5;2019;Historical Linguistics;https://diachro.hypotheses.org/rencontres_2019;6;0;2019
"Terminology &amp; Ontology: Theories and Applications";https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356516;ChambØ©ry;6;5;2019;7;5;2019;Computational Linguistics, Lexicography, Semantics, Text/Corpus Linguistics, Translation;http://toth.condillac.org/conference;25;0;2019
The International Conference on the Structure of Hungarian 14;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347036;Potsdam;11;5;2019;12;5;2019;General Linguistics, Linguistic Theories;https://icsh14.wordpress.com;15;0;2019
The Second Forum on Cantonese Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354816;Hong Kong;1;5;2019;1;5;2019;General Linguistics;https://focalhongkong.wordpress.com;23;2;2019
Thinking, Doing, Learning: Usage based perspectives on second language learning;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=330176;JyvØ_skylØ_;17;5;2019;19;5;2019;Applied Linguistics, Discourse Analysis, Language Acquisition, Psycholinguistics, Sociolinguistics;https://www.jyu.fi/tdl2019/;5;10;2018
Was ist GrammatikalitØ_t? / What is grammaticality?;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350796;Bamberg;27;5;2019;29;5;2019;Discourse Analysis, Language Acquisition, Linguistic Theories, Psycholinguistics, Sociolinguistics;https://www.uni-bamberg.de/bagl/wig/;31;11;2018
Workshop Exhaustivity in Questions and Answers - Experimental and Theoretical Approaches;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355116;TØÄbingen;13;5;2019;14;5;2019;Pragmatics, Psycholinguistics, Semantics;http://www.xprag.de/?page_id=6207;1;2;2019
Workshop on Infant Language Development;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346837;Potsdam;13;5;2019;15;5;2019;Language Acquisition;https://www.uni-potsdam.de/wild2019/;7;11;2018
XVII Encuentros;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346756;PARIS;19;5;2019;21;5;2019;Applied Linguistics, Discourse Analysis, Text/Corpus Linguistics;https://www.geres-sup.com/rencontres-internationales/xvii%C3%A8me-rencontre-internationale-paris-2019/;26;1;2019
Yiddish Language Structures 2;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346439;DØÄsseldorf;11;5;2019;13;5;2019;General Linguistics;http://seyd-project.net/YILAS2/;1;1;2019
10th International Corpus Linguistics Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344516;Cardiff;23;6;2019;27;6;2019;Text/Corpus Linguistics;http://www.cl2019.org;14;0;2019
12th International Conference on Im/politeness;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349876;Anglia Ruskin University (Cambridge);17;6;2019;19;6;2019;Applied Linguistics, Pragmatics, Sociolinguistics;http://www.sympol12.wixsite.com/conference;15;1;2019
24th International Lexical-Functional Grammar Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348336;Canberra;8;6;2019;10;6;2019;Computational Linguistics, General Linguistics, Semantics, Syntax;http://www.dynamicsoflanguage.edu.au/lfg-2019/;15;1;2019
26th International Conference on Head-Driven Phrase Structure Grammar;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350036;Bucharest;25;6;2019;26;6;2019;Computational Linguistics, General Linguistics, Linguistic Theories;http://conferences.unibuc.ro/hpsg2019/index.html;15;1;2019
46th Linguistic Association of Canada and the United States Forum;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351276;Waterloo, Ontario;23;6;2019;26;6;2019;General Linguistics;http://lacus.weebly.com/2019-conference.html;15;1;2019
Acquisition of Chinese: Bilingualism and Multilingualism;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347376;Cambridge;1;6;2019;3;6;2019;Applied Linguistics, Language Acquisition;http://www.acbm2019.co.uk;25;11;2018
Child Language Symposium;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355296;Sheffield;10;6;2019;12;6;2019;Applied Linguistics, Clinical Linguistics, General Linguistics, Language Acquisition;https://bit.ly/CLShef2019;31;0;2019
Conference on Hebrew Language and Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331916;Cambridge;8;6;2019;10;6;2019;General Linguistics;None;15;9;2018
Conference on Mathematical Foundations of Informatics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350416;Iasi;3;6;2019;6;6;2019;Computational Linguistics, Text/Corpus Linguistics;http://mfoi2019.info.uaic.ro;1;4;2019
CongrØùs international de linguistique et de philologie romanes;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341056;Copenhague;1;6;2019;6;6;2019;General Linguistics, History of Linguistics, Language Acquisition, Linguistic Theories, Typology;http://www.slir.org/cilpr-2019-copenhague/;15;8;2018
Digital Humanities;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351897;Utrecht;9;6;2019;12;6;2019;Anthropological Linguistics, Computational Linguistics, General Linguistics, Language Acquisition, Language Documentation;https://dh2019.adho.org/;27;10;2018
English Noun Phrase 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334596;Vienna;11;6;2019;13;6;2019;General Linguistics, Historical Linguistics, Linguistic Theories, Pragmatics, Text/Corpus Linguistics;http://enp2019.univie.ac.at/;1;0;2019
German(ic) in Language Contact: Grammatical and Sociolinguistic Dynamics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354896;Berlin;3;6;2019;5;6;2019;Historical Linguistics, Morphology, Sociolinguistics, Syntax;http://www.geisteswissenschaften.fu-berlin.de/en/v/namdeutsch/Workshop/;11;0;2019
IIEMCA International Conference 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=307496;Mannheim;2;6;2019;5;6;2019;Discourse Analysis, Pragmatics, Sociolinguistics;http://www.iiemca19.org/;27;8;2018
International Conference on Historical Linguistics 24;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=323296;Canberra, ACT;1;6;2019;5;6;2019;Historical Linguistics;http://www.dynamicsoflanguage.edu.au/ichl24/;12;9;2018
International Symposium on the Languages of Java 7;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=316956;Banyuwangi;6;6;2019;7;6;2019;Anthropological Linguistics, General Linguistics, Language Documentation;https://indoling.com/ISLOJ/7;15;1;2019
Language Contact in the Amdo Sprachbund;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346576;Grand Forks, North Dakota;12;6;2019;13;6;2019;Historical Linguistics, Sociolinguistics, Typology;http://amdosprachbund.silund.org/;15;0;2019
Ninth Cambridge Conference on Language Endangerment;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343977;Cambridge;2;6;2019;2;6;2019;Anthropological Linguistics, General Linguistics, Historical Linguistics, Language Documentation, Sociolinguistics;https://www.mml.cam.ac.uk/news/ninth-cambridge-conference-language-endangerment;7;3;2019
The 21st Meeting of the International Circle of Korean Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342916;Melbourne;10;6;2019;12;6;2019;General Linguistics;http://ickl.info;15;11;2018
"""The Politics of Classifying Linguistic Varieties""";https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343236;Wellington;13;6;2019;14;6;2019;History of Linguistics, Sociolinguistics;https://www.victoria.ac.nz/hppi/centres/antipodean/our-activities#19-Linguistic-Classification;15;5;2019
VI liLETRAd Congress;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347456;Almeria;3;6;2019;5;6;2019;Language Acquisition;https://congresoliletrad.wordpress.com;15;1;2019
;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333416;Leuven;1;6;2019;3;6;2019;Applied Linguistics;https://vocabatleuven.wordpress.com/;15;11;2018
Workshop on the Syntax-Morphology Interface in Romance (co-located with HPSG 2019);https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350056;Bucharest;24;6;2019;24;6;2019;Morphology, Syntax;http://conferences.unibuc.ro/hpsg2019/workshop.html;15;1;2019
15th International Cognitive Linguistics Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332296;Nishinomiya;6;7;2019;11;7;2019;Cognitive Science;https://iclc2019.site/;12;10;2018
29th Conference of the European Second Language Association;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356736;Lund;28;7;2019;31;7;2019;Applied Linguistics, Language Acquisition;http://www.eurosla2019.se;31;0;2019
31st European Summer School in Logic, Language and Information;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=324776;Riga;5;7;2019;16;7;2019;Computational Linguistics, General Linguistics, Pragmatics, Semantics;http://esslli2019.folli.info/;15;5;2018
4th International Conference on Ecolinguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343096;Odense;12;7;2019;15;7;2019;Anthropological Linguistics, Applied Linguistics, Discipline of Linguistics;http://www.ICE-4.dk;1;2;2019
52nd Annual Meeting of the Societas Linguistica Europaea;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=298616;Leipzig;21;7;2019;24;7;2019;General Linguistics;http://sle2019.eu/;30;10;2018
5th Workshop on Sino-Tibetan Languages of Southwest China;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349156;Tianjin;21;7;2019;23;7;2019;Genetic Classification;None;28;1;2019
8th International Conference on Austroasiatic Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354516;Chiang Mai;29;7;2019;31;7;2019;General Linguistics, Historical Linguistics, Language Documentation, Lexicography;https://sites.google.com/site/icaalprojects/icaal-meetings/icaal-8-2019;18;1;2019
BAAL 2019 - 52nd Annual Meeting of the British Association for Applied Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354738;Manchester;29;7;2019;31;7;2019;Applied Linguistics, General Linguistics;https://www2.mmu.ac.uk/education/baal/;31;2;2019
Grammar of South Caucasian: Contact-related Issues;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345176;Leipzig;21;7;2019;24;7;2019;Language Documentation, Phonology, Semantics, Syntax, Typology;https://sites.google.com/site/ninoamiridze/organization/grammar-of-the-south-caucasian-languages-and-contact-related-issues-gscc-2019;10;10;2018
Integrationism and Philosophies of Language: Emerging Alternative Epistemologies in the Global North and the Global South;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339276;University Park, PA;30;7;2019;2;8;2019;Discourse Analysis, Philosophy of Language;None;31;2;2019
International Conference on Role and Reference Grammar 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348337;Buffalo, NY;19;7;2019;21;7;2019;Linguistic Theories, Morphology, Pragmatics, Semantics, Syntax;None;None;None;None
International Congress of Phonetic Sciences;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=314496;Melbourne;4;7;2019;10;7;2019;General Linguistics, Historical Linguistics, Phonetics, Phonology, Typology;http://www.icphs2019.org/;4;11;2018
International Symposium on Monolingual and Bilingual Speech 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341116;Chania, Crete;27;7;2019;30;7;2019;Applied Linguistics, Clinical Linguistics, General Linguistics, Neurolinguistics, Psycholinguistics;http://www.ismbs.eu/ismbs-2019/;5;1;2019
Multidisciplinary Approaches in Language Policy and Planning;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353456;Toronto;22;7;2019;24;7;2019;Applied Linguistics;https://wordpress.oise.utoronto.ca/lpp-conference/call-for-papers/;28;1;2019
New Sounds 2019 - The 9th International Symposium on the Acquisition of Second Language Speech;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348176;Tokyo;30;7;2019;1;8;2019;Phonetics, Phonology;http://www.waseda.jp/assoc-ns2019/;1;1;2019
Per__sonal Names and Cultural Reconstruc__tions;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342036;Helsinki;21;7;2019;23;7;2019;Anthropological Linguistics, Historical Linguistics, Sociolinguistics;https://www.helsinki.fi/en/conferences/personal-names-and-cultural-reconstructions;15;11;2018
ReflexivitØ_t kommunikativer Praktiken ‚«í Neue Perspektiven auf Metakommunikation;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355577;Hamburg;29;7;2019;30;7;2019;Anthropological Linguistics, Discourse Analysis, Pragmatics, Sociolinguistics;http://uhh.de/slm-reflexivitaet-2019;31;2;2019
Research Data and Humanities;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346996;Oulu;14;7;2019;16;7;2019;Applied Linguistics, Computational Linguistics, Discourse Analysis, Ling &amp, Literature, Text/Corpus Linguistics;https://www.kielipankki.fi/rdhum-2019/;31;11;2018
SyntaxFest;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354756;Paris;26;7;2019;30;7;2019;Computational Linguistics, Linguistic Theories, Semantics, Syntax, Text/Corpus Linguistics;None;28;3;2019
Task Based Language Teaching 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348036;Ottawa, Ontario;19;7;2019;21;7;2019;Applied Linguistics, Cognitive Science, General Linguistics, Language Acquisition, Sociolinguistics;https://carleton.ca/tblt/;1;11;2018
The Dark Side of Communication - The 2nd International and Interdisciplinary Conference on Discourse and Communication in Professional Contexts;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345636;Aalborg;14;7;2019;16;7;2019;Applied Linguistics, Discourse Analysis, Pragmatics;http://www.discourse-communication-2019.aau.dk;15;0;2019
12th Congress of South-East European Studies: Political, Social and Religious Dynamics in South East Europe;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=292376;Bucharest;2;8;2019;7;8;2019;General Linguistics, Historical Linguistics, Ling &amp, Literature, Sociolinguistics, Translation;http://www.aiesee.org;20;11;2017
13th Conference of the Association for Linguistic Typology;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344316;Pavia;4;8;2019;6;8;2019;Typology;https://sites.google.com/universitadipavia.it/alt2019/home?authuser=0;31;0;2019
14th International Conference on Greek Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332136;Patras;6;8;2019;8;8;2019;General Linguistics;https://icgl14.events.upatras.gr;15;0;2019
1st East Asian Pragmatics Symposium: Variational Pragmatics in East Asian Languages;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352676;Dalian;19;8;2019;21;8;2019;Pragmatics;None;1;4;2019
